time,seconds_elapsed,z,y,x
1761914374620115000,0.069114990234375,-0.864593505859375,-0.53729248046875,0.012481689453125
1761914374630171000,0.0791708984375,-0.8867645263671875,-0.529388427734375,0.0287322998046875
1761914374640225800,0.089225830078125,-0.9034271240234375,-0.5263824462890625,0.04156494140625
1761914374650282000,0.099281982421875,-0.91888427734375,-0.523468017578125,0.05517578125
1761914374660338000,0.109337890625,-0.9264373779296875,-0.5176239013671875,0.0733795166015625
1761914374670393900,0.119393798828125,-0.915435791015625,-0.517181396484375,0.082855224609375
1761914374680449000,0.129448974609375,-0.8956298828125,-0.5165557861328125,0.08111572265625
1761914374690505000,0.1395048828125,-0.8696441650390625,-0.5174102783203125,0.0730438232421875
1761914374700561000,0.149560791015625,-0.8496856689453125,-0.516357421875,0.0603790283203125
1761914374710615800,0.15961572265625,-0.840545654296875,-0.50994873046875,0.0545654296875
1761914374720672000,0.169672119140625,-0.8477783203125,-0.508880615234375,0.0523834228515625
1761914374730728000,0.17972802734375,-0.86224365234375,-0.506103515625,0.0570220947265625
1761914374740783900,0.189783935546875,-0.863861083984375,-0.5002288818359375,0.065704345703125
1761914374750839000,0.199839111328125,-0.8627471923828125,-0.5162506103515625,0.0572052001953125
1761914374760895000,0.20989501953125,-0.8683013916015625,-0.52056884765625,0.06121826171875
1761914374770950400,0.219950439453125,-0.8483428955078125,-0.5243988037109375,0.0582733154296875
1761914374781006300,0.23000634765625,-0.830718994140625,-0.531829833984375,0.041717529296875
1761914374791061500,0.2400615234375,-0.8202056884765625,-0.52569580078125,0.0274200439453125
1761914374801117400,0.250117431640625,-0.8092803955078125,-0.5102691650390625,0.015655517578125
1761914374811173400,0.26017333984375,-0.7964019775390625,-0.49169921875,0.00616455078125
1761914374821229600,0.2702294921875,-0.7881622314453125,-0.474700927734375,-0.0031585693359375
1761914374831284200,0.2802841796875,-0.7905731201171875,-0.4609222412109375,-0.0100250244140625
1761914374841340400,0.29034033203125,-0.794219970703125,-0.4464263916015625,-0.0133056640625
1761914374851396400,0.300396240234375,-0.798309326171875,-0.4434967041015625,-0.019012451171875
1761914374861451300,0.310451171875,-0.8042144775390625,-0.4427490234375,-0.0195159912109375
1761914374871507500,0.320507568359375,-0.8037109375,-0.4428253173828125,-0.021148681640625
1761914374881563400,0.3305634765625,-0.8037109375,-0.447723388671875,-0.027740478515625
1761914374891619300,0.340619384765625,-0.802520751953125,-0.4473724365234375,-0.031829833984375
1761914374901674200,0.35067431640625,-0.797760009765625,-0.4436187744140625,-0.03631591796875
1761914374911730200,0.360730224609375,-0.7980194091796875,-0.449432373046875,-0.0420074462890625
1761914374921786400,0.370786376953125,-0.803009033203125,-0.46234130859375,-0.045440673828125
1761914374931842300,0.38084228515625,-0.813385009765625,-0.47882080078125,-0.045257568359375
1761914374941897500,0.3908974609375,-0.8289031982421875,-0.49365234375,-0.04058837890625
1761914374951953400,0.400953369140625,-0.838134765625,-0.5039215087890625,-0.0348358154296875
1761914374962009300,0.41100927734375,-0.8477325439453125,-0.519012451171875,-0.0353240966796875
1761914374972065500,0.4210654296875,-0.862060546875,-0.534515380859375,-0.0342559814453125
1761914374982120200,0.4311201171875,-0.8747406005859375,-0.541839599609375,-0.023345947265625
1761914374992176400,0.44117626953125,-0.8936920166015625,-0.5423126220703125,-0.003692626953125
1761914375002232300,0.451232421875,-0.9158477783203125,-0.544342041015625,0.0149078369140625
1761914375012288300,0.461288330078125,-0.931121826171875,-0.545562744140625,0.03424072265625
1761914375022343400,0.471343505859375,-0.939422607421875,-0.5409393310546875,0.0509185791015625
1761914375032399400,0.4813994140625,-0.9426422119140625,-0.5303955078125,0.0702667236328125
1761914375042455600,0.49145556640625,-0.939117431640625,-0.524017333984375,0.0867767333984375
1761914375052511500,0.501511474609375,-0.9382171630859375,-0.520538330078125,0.1047821044921875
1761914375062566400,0.51156640625,-0.9342498779296875,-0.516357421875,0.1224822998046875
1761914375072622300,0.521622314453125,-0.9260711669921875,-0.5138702392578125,0.1318359375
1761914375082678300,0.53167822265625,-0.9243621826171875,-0.5231170654296875,0.1234130859375
1761914375092733400,0.5417333984375,-0.9118499755859375,-0.543487548828125,0.107452392578125
1761914375102789400,0.551789306640625,-0.8731536865234375,-0.548736572265625,0.10406494140625
1761914375112845300,0.56184521484375,-0.836761474609375,-0.5513458251953125,0.098602294921875
1761914375122901500,0.571901611328125,-0.8187408447265625,-0.564117431640625,0.0832366943359375
1761914375132956200,0.5819560546875,-0.816650390625,-0.5823822021484375,0.0659637451171875
1761914375143012400,0.592012451171875,-0.8211517333984375,-0.6025848388671875,0.05096435546875
1761914375153068300,0.602068359375,-0.82415771484375,-0.615753173828125,0.036468505859375
1761914375163124200,0.612124267578125,-0.8279876708984375,-0.623046875,0.030059814453125
1761914375173179400,0.622179443359375,-0.8325347900390625,-0.615447998046875,0.038604736328125
1761914375183235300,0.6322353515625,-0.84625244140625,-0.6016845703125,0.0528564453125
