
time,gFx,gFy,gFz,ax,ay,az,Latitude,Longitude,Speed (m/s),Altitude (m),
0.098669,-0.0469,0.4661,0.8248,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.198557,0.0919,0.5091,0.9987,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.298685,0.1935,0.4573,0.4104,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.398962,-0.1652,0.3665,0.3020,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.499461,0.3186,0.0919,0.1016,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.599221,0.3762,-0.2404,0.5316,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.699448,4.3535,-3.5092,2.4235,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.799583,2.3297,-2.0180,1.6769,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.899629,0.9675,0.2101,-0.0264,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.999834,0.2863,0.1173,0.0362,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.099909,0.3401,0.3762,-0.0909,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.200046,-0.1808,-0.3508,0.9049,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.300208,1.1864,-4.2128,-0.6469,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.400461,-0.5375,-0.8932,-0.1446,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.500819,-0.3635,0.1397,-0.3577,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.600711,0.1134,-0.0997,0.1476,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.700777,0.1104,0.0713,0.0518,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.801768,0.0958,-1.4991,0.3753,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.902273,1.6456,-4.2617,1.6456,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.002751,0.9235,0.5463,-0.4632,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.104486,-0.1309,0.1466,0.0958,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.203244,-0.0518,0.2218,0.0010,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.303867,-0.2179,-0.1036,0.0880,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.405022,2.8916,-4.0311,-0.0322,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.513150,0.1739,-0.2472,-0.6626,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.604429,0.0283,0.1652,-0.1710,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.705544,-0.1114,-0.0567,0.5551,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.805281,0.0762,-0.3626,-0.2355,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.905743,1.8538,-2.6082,0.8932,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
3.006920,1.0163,-2.4685,-0.2160,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
3.106753,0.1173,0.3684,-0.6909,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
3.206791,0.0958,0.0088,0.0244,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
3.307240,-0.0518,0.0020,0.2707,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
3.407982,-0.1173,0.0107,0.0029,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
3.508306,2.7059,-4.0398,-1.0906,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
3.611503,0.5668,-0.4007,0.0938,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
3.712252,-0.0958,0.3244,-0.1388,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
3.812705,-0.6293,-0.0020,-0.3968,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
3.913035,0.9841,-0.1554,0.2384,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
4.013286,1.0769,-2.3346,-0.0831,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
4.113974,0.8775,-3.0968,0.7867,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
4.215227,0.2248,0.1671,-0.5580,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
4.315310,0.1222,0.0401,-0.0772,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
4.415768,0.0713,0.0997,-0.0186,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
4.516313,-0.0772,-0.1896,0.1554,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
4.616115,2.5730,-3.8512,-0.8170,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
4.716871,-0.3264,-1.1688,0.0811,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
4.815959,0.4036,0.3743,-0.3293,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
4.916044,0.0997,0.0782,-0.0665,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
5.016296,0.2961,0.1681,0.0674,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
5.116440,0.7564,-1.7297,-0.0596,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
5.216998,0.2834,-3.4154,-0.3254,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
5.316798,0.2697,-0.6459,0.1192,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
5.416926,0.3137,0.3205,-0.4573,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
5.516986,0.0684,-0.1994,0.1857,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
5.617314,0.5277,0.2766,-0.3313,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
5.717366,1.2909,-2.0600,-0.7163,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
5.817602,1.0427,-2.4900,0.7398,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
5.918052,0.7359,-0.2199,0.7114,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
6.017884,0.4388,-0.5746,-0.0782,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
6.118134,0.5639,-0.2111,-0.1739,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
6.218589,-0.0342,-0.0293,0.3274,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
6.318346,0.1388,0.1749,0.1974,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
6.418541,0.2648,0.0537,1.9271,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
