
time,gFx,gFy,gFz,ax,ay,az,Latitude,Longitude,Speed (m/s),Altitude (m),
0.099262,-0.0713,0.2492,0.9469,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.199196,0.1476,0.2404,0.9557,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.299308,0.0694,0.2619,0.6391,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.399830,0.0792,0.4368,0.4994,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.499675,0.5883,0.0264,1.3857,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.600098,-0.0567,0.2316,1.2235,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.699938,0.2492,-0.1759,2.3141,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.800214,-0.4554,0.2003,0.5814,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
0.900495,-0.3059,0.2003,0.0704,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.000261,0.4564,-0.0078,0.3274,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.100538,0.3088,0.6518,2.3835,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.200590,0.6987,0.0850,0.6196,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.301607,0.0039,0.1270,0.3254,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.402066,-0.0371,0.2580,-0.2453,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.501898,-0.0528,-0.0156,0.6186,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.602080,-0.0625,0.7007,2.6297,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.702689,0.3264,0.8815,1.0593,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.802221,0.0616,0.0352,0.6948,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
1.903159,-0.1984,0.1573,0.2629,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.003664,-0.0997,0.0948,0.2463,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.103363,0.2433,0.2306,1.5303,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.204050,0.3880,0.8473,2.0189,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.305912,0.1388,0.1544,0.6137,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.405766,-0.1994,0.1964,0.4329,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.507151,-0.1065,0.0821,-0.1876,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.607029,-0.2130,-0.0303,0.5482,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.706614,0.8033,0.6538,2.1597,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.807412,0.7730,0.5521,0.4339,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
2.907901,-0.0303,0.0948,0.9753,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
3.008405,0.0880,0.1046,0.2453,0.0000,0.0000,0.0000,0.00000000,0.00000000,0.00000000,0.00000000,
