time,seconds_elapsed,z,y,x
1761916189276950500,0.122950439453125,0.13154139057695866,-0.018789136483566834,0.006758169023320078
1761916189287005400,0.13300537109375,0.049288639304041856,-0.016370553867402486,0.017523600926622748
1761916189297061400,0.143061279296875,0.1787654985666275,-0.0017297806513844988,-0.01377681561373174
1761916189307116500,0.153116455078125,0.5897732343435287,0.012570732326176948,-0.14068864669390022
1761916189317171500,0.16317138671875,0.3729202894449234,0.022699375579727347,-0.06326477688215673
1761916189327226600,0.1732265625,-0.4392933345407247,-0.04976051743237767,0.13704868275634943
1761916189337281500,0.183281494140625,0.31138299394249913,0.005276015590608586,-0.04004369496628642
1761916189347336400,0.19333642578125,0.7404331668883561,0.05156554842719342,-0.20716500603370366
1761916189357391600,0.2033916015625,-0.6198246737360954,-0.03016905158997979,0.14040179257653654
1761916189367447600,0.213447509765625,-0.9164999278903007,-0.07563544289185666,0.30878209072910245
1761916189377502500,0.22350244140625,0.20538520994484424,0.009918601249041967,0.04758841125741601
1761916189387557600,0.2335576171875,0.8114911549299955,0.03720108053506119,-0.20073921076990664
1761916189397612500,0.243612548828125,0.2409843465924263,-0.01854632928719511,-0.11137070920765399
1761916189407667700,0.253667724609375,-0.3873416135072708,-0.00948647974235937,0.1284537998251617
1761916189417722400,0.263722412109375,-0.14031272605359554,0.005075583947950508,0.15801767489649354
1761916189427778600,0.273778564453125,0.31407530176639553,-0.009407672035240101,-0.05396707944385707
1761916189437833500,0.28383349609375,0.3026882308334112,-0.01435751984482631,-0.116222021696344
1761916189447888600,0.293888671875,0.04922025024294853,-0.005027406557823997,0.008582973297685384
1761916189457943600,0.303943603515625,-0.08959259264171122,0.0012512010709149763,0.12413798245266079
1761916189467998500,0.31399853515625,0.009720014503598213,-0.0005955227743135765,0.04057729038633406
1761916189478053600,0.3240537109375,0.23249299710094928,-0.013020241075789089,-0.0720805360224098
1761916189488108500,0.334108642578125,0.24434125580489635,-0.014638528743293135,-0.04839380935616791
1761916189498164700,0.344164794921875,-0.017827333113551138,-0.006028843251906801,0.05207103656418621
1761916189508219400,0.354219482421875,-0.0767494776815176,-0.015697449511964806,0.07327705233059822
1761916189518274600,0.364274658203125,0.14182371513843536,-0.016500676203228065,-0.01566862070970237
1761916189528329700,0.374329833984375,0.24740765763819217,0.0021792871177080085,-0.06088708796538412
1761916189538384400,0.38438427734375,0.0669067135810852,0.000576872872770764,0.019189707507938147
1761916189548439600,0.394439453125,-0.0499491490393877,-0.0012704058115952648,0.07134250407144427
1761916189558495500,0.40449560546875,0.0919639979481697,-0.0011515309555688873,0.014637085704877971
1761916189568550700,0.414550537109375,0.21764029588401315,-0.012587939189304597,-0.036626360803470016
1761916189578605600,0.42460546875,0.10914952602684497,-0.017615564942837225,-0.007480199687555432
1761916189588660500,0.434660400390625,-0.018986440020799637,-0.009900727665633893,0.04766432603783905
1761916189598715600,0.444715576171875,0.05003448923528194,-0.007892689478583634,0.03193476892113686
1761916189608770600,0.4547705078125,0.16917583244442938,-0.005339392833155579,-0.019526392116397617
